,Cleaned_Text,vader,compound,Vader_Sentiment_Type
11027,[ am ] f1 and pay tribute to - the comeback he spoken out in support of gender equality and the community by making public and in that limit the,"{'neg': 0.034, 'neu': 0.9, 'pos': 0.066, 'compound': 0.3182}",0.3182,POSITIVE
11028,[ am ] from an a to blocking s executive order photo via twitter mar of was a for supporting people and 20 are blocking president joe s,"{'neg': 0.118, 'neu': 0.816, 'pos': 0.066, 'compound': -0.3182}",-0.3182,NEGATIVE
11029,it of god butcher and this is forbidden in do not you agree,"{'neg': 0.258, 'neu': 0.631, 'pos': 0.11, 'compound': -0.4234}",-0.4234,NEGATIVE
11030,the labour party is institutionally hostile to plus just as it is institutionally and anti-black what a wonderful left-wing party us lot have in the,"{'neg': 0.073, 'neu': 0.672, 'pos': 0.255, 'compound': 0.7579}",0.7579,POSITIVE
11031,it is,"{'neg': 0.0, 'neu': 0.513, 'pos': 0.487, 'compound': 0.2263}",0.2263,POSITIVE
11032,legal for librarian who stood up for right and is now being defamed and,"{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.128}",0.128,POSITIVE
11033,now we are yes i know that this is the thing to exist but this should be fun come say,"{'neg': 0.0, 'neu': 0.595, 'pos': 0.405, 'compound': 0.9274}",0.9274,POSITIVE
11034,am unstoppable,"{'neg': 0.474, 'neu': 0.526, 'pos': 0.0, 'compound': -0.2023}",-0.2023,NEGATIVE
11035,michigan supreme court discrimination barred under law bridge michigan,"{'neg': 0.0, 'neu': 0.735, 'pos': 0.265, 'compound': 0.5574}",0.5574,POSITIVE
11036,part of plus flag stand for cat support,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.4019}",0.4019,POSITIVE
11037,back to school up to 50 % off and razer until august 1st check out with my link,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
11038,a great gift for everyone who grab a copy of the unicorn the mystery now available where are sold,"{'neg': 0.0, 'neu': 0.64, 'pos': 0.36, 'compound': 0.8934}",0.8934,POSITIVE
11039,coming out is a huge anxious idea for youth and removing their choice in the matter and doing it through someone who is supposed to be their confidant is deeply evil and up do not own their are still human 5,"{'neg': 0.193, 'neu': 0.697, 'pos': 0.11, 'compound': -0.7818}",-0.7818,NEGATIVE
11040,i do not see it associated with anything as a recent trend and pedophilia always been a talking point in the past for the far right and nothing is going to change that the best all people can do is point out the and raise hell,"{'neg': 0.081, 'neu': 0.845, 'pos': 0.074, 'compound': -0.1027}",-0.1027,NEGATIVE
11041,i am 11 away from 500 come join for viewer - -,"{'neg': 0.0, 'neu': 0.711, 'pos': 0.289, 'compound': 0.5962}",0.5962,POSITIVE
11042,sorry to say but i am 😢,"{'neg': 0.469, 'neu': 0.531, 'pos': 0.0, 'compound': -0.6486}",-0.6486,NEGATIVE
11043,a,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
11044,being is about people not like you being is about people not like you you can use all the and woke language you want but it is all for nothing if you are a hateful little,"{'neg': 0.239, 'neu': 0.665, 'pos': 0.096, 'compound': -0.845}",-0.845,NEGATIVE
11045,we are live at the theater be there or be,"{'neg': 0.26, 'neu': 0.74, 'pos': 0.0, 'compound': -0.639}",-0.639,NEGATIVE
11046,except be,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
11047,how come the get a whole month but only get a week,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
11048,yes i can absolutely blame alliance and those who hold gender-critical ideology for the state of in discourse they have the well they have an community to discuss its actual 15 16,"{'neg': 0.129, 'neu': 0.766, 'pos': 0.105, 'compound': -0.2716}",-0.2716,NEGATIVE
11049,can i blame alliance and so-called gender-critical people they are constantly pushing this fight they are constantly demanding discourse be made on these they are the whose narrative is dominant in the media they do nothing to advance 14 16,"{'neg': 0.099, 'neu': 0.901, 'pos': 0.0, 'compound': -0.5106}",-0.5106,NEGATIVE
11050,can i blame stonewall as far as i can see despite the onslaught of constant they have worked tirelessly regardless to advance the and standing of all people no i can not blame stonewall 13 16,"{'neg': 0.135, 'neu': 0.814, 'pos': 0.052, 'compound': -0.5047}",-0.5047,NEGATIVE
11051,from this two arise who is actually responsible for this what materially is it actually people of in 8 16,"{'neg': 0.11, 'neu': 0.806, 'pos': 0.084, 'compound': -0.1779}",-0.1779,NEGATIVE
11052,when gay men people and who do stand by and non-binary people are continuously to state that stance in around what is currently central to discourse it is sucking air from the room 7 16,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
11053,when of the community are incessantly on excluding non-binary people from the space it is sucking air from the room when we are constantly amongst ourselves about self-id it is sucking air from the room 6 16,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
11054,so anime de,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
11055,instead of trying to ban alcohol or in perhaps try banning child and punishment for underage rape aka statutory rape and corruption as well stop diverting attention,"{'neg': 0.387, 'neu': 0.568, 'pos': 0.044, 'compound': -0.9538}",-0.9538,NEGATIVE
11056,plus from my experience plus people disproportionately flock to like anime and video so of course we would want to see ourselves at least sometimes,"{'neg': 0.041, 'neu': 0.828, 'pos': 0.131, 'compound': 0.3818}",0.3818,POSITIVE
11057,continue our journey and ever be listening lest we be blinded by our tradition and distracted from our true calling helping the least of us is our main calling and that is why i fight for why i fight for s for minority,"{'neg': 0.139, 'neu': 0.769, 'pos': 0.092, 'compound': -0.3818}",-0.3818,NEGATIVE
11058,there is no such a thing as dangerous as,"{'neg': 0.398, 'neu': 0.602, 'pos': 0.0, 'compound': -0.6486}",-0.6486,NEGATIVE
11059,tal,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
11060,agree with you that tweet kind of was a bad but you got to admit it is and them pushing onto their is not quite the right move,"{'neg': 0.066, 'neu': 0.811, 'pos': 0.123, 'compound': 0.21}",0.21,POSITIVE
11061,historically he him is a thing in and an important part of growth its actually a rather old concept and while its been a while since i read on it its not a made up thing i believe it was very important to 70s or 80s identity,"{'neg': 0.0, 'neu': 0.885, 'pos': 0.115, 'compound': 0.6697}",0.6697,POSITIVE
11062,why are you so with the community,"{'neg': 0.199, 'neu': 0.801, 'pos': 0.0, 'compound': -0.3052}",-0.3052,NEGATIVE
11063,what is the public s about people,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
11064,should never be put to a popular vote this is exactly the reason why have always opposed equality for anyone who is not a straight white male,"{'neg': 0.051, 'neu': 0.827, 'pos': 0.122, 'compound': 0.5109}",0.5109,POSITIVE
11065,the 🎧 at book for inheritance deadly 4 by z martin by,"{'neg': 0.078, 'neu': 0.922, 'pos': 0.0, 'compound': -0.1531}",-0.1531,NEGATIVE
11066,hate,"{'neg': 0.552, 'neu': 0.448, 'pos': 0.0, 'compound': -0.5719}",-0.5719,NEGATIVE
11067,if you are a the probably classified you into,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
11068,it is also extremely offensive to the community to make these hot like do they just not want us to exist,"{'neg': 0.177, 'neu': 0.823, 'pos': 0.0, 'compound': -0.5446}",-0.5446,NEGATIVE
11069,a great gift for everyone who grab a copy of the unicorn the mystery now available where are sold,"{'neg': 0.0, 'neu': 0.64, 'pos': 0.36, 'compound': 0.8934}",0.8934,POSITIVE
11070,i advocate on my own time against anti-lgbt hate group like i do know how work thank you,"{'neg': 0.179, 'neu': 0.643, 'pos': 0.179, 'compound': -0.0}",-0.0,NEUTRAL
11071,a great book with a fast-paced plot great and thought-provoking order the unicorn the mystery now available where are sold --,"{'neg': 0.0, 'neu': 0.737, 'pos': 0.263, 'compound': 0.8481}",0.8481,POSITIVE
11072,the 80 of research so true king,"{'neg': 0.0, 'neu': 0.689, 'pos': 0.311, 'compound': 0.5598}",0.5598,POSITIVE
11073,you obviously have not seen the narrative that people are spreading and you say that you have not said that only people in the community can get it but you are refusing to acknowledge anyone getting it outside of the community,"{'neg': 0.083, 'neu': 0.917, 'pos': 0.0, 'compound': -0.5499}",-0.5499,NEGATIVE
11074,trigger talking about between human like universe include of spring fun song,"{'neg': 0.0, 'neu': 0.734, 'pos': 0.266, 'compound': 0.7003}",0.7003,POSITIVE
11075,worth exploring grab your of they now available and off where are sold,"{'neg': 0.0, 'neu': 0.872, 'pos': 0.128, 'compound': 0.2942}",0.2942,POSITIVE
11076,is just a scam same,"{'neg': 0.381, 'neu': 0.619, 'pos': 0.0, 'compound': -0.5719}",-0.5719,NEGATIVE
11077,and who do you think our 😭😭like i wonder why plus people are constantly politically engaged i am sure it nothing to do with regarding their and stripping them of their and,"{'neg': 0.156, 'neu': 0.676, 'pos': 0.168, 'compound': -0.3578}",-0.3578,NEGATIVE
11078,why are w plus lately what is happening 😟😟,"{'neg': 0.357, 'neu': 0.643, 'pos': 0.0, 'compound': -0.6249}",-0.6249,NEGATIVE
11079,the only are in compensation and if it an audience sex and violence in hockey is no different the community and or the hockey just a bigger audience to exploit,"{'neg': 0.213, 'neu': 0.787, 'pos': 0.0, 'compound': -0.8402}",-0.8402,NEGATIVE
11080,wow twitter is such a bigot,"{'neg': 0.122, 'neu': 0.569, 'pos': 0.309, 'compound': 0.5106}",0.5106,POSITIVE
11081,calling my selective city a free plus resort and entry that incinerate anybody non-white gay or to select for but honest people are these days anyway,"{'neg': 0.058, 'neu': 0.767, 'pos': 0.175, 'compound': 0.6597}",0.6597,POSITIVE
11082,i want to get into them souly because they make me feel extremely,"{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.0772}",0.0772,POSITIVE
11083,why do you think community a higher propensity to use could it be that maybe just maybe they are like and turn to substance abuse to cope it could also be gay people are more likely to seek medical attention because a lot of straight people have-,"{'neg': 0.132, 'neu': 0.794, 'pos': 0.074, 'compound': -0.6597}",-0.6597,NEGATIVE
11084,no what you said to me is that you do not care about the people or their apply because you are only on the people stopping you from engaging in disgusting behavior you are much more on your own plight by people who want to save your soul,"{'neg': 0.081, 'neu': 0.666, 'pos': 0.253, 'compound': 0.8622}",0.8622,POSITIVE
11085,i would love to be a fly on the wall at a random meeting just to get all the 😁,"{'neg': 0.0, 'neu': 0.705, 'pos': 0.295, 'compound': 0.8481}",0.8481,POSITIVE
11086,huh saw a bad dragon sticker with a sticker together what made it weird was the had l statue of an m4 a beer a picture of a woman s are just weird,"{'neg': 0.158, 'neu': 0.756, 'pos': 0.086, 'compound': -0.2885}",-0.2885,NEGATIVE
11087,flavored ice code,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
11088,i am is two topic is here i am worried,"{'neg': 0.145, 'neu': 0.855, 'pos': 0.0, 'compound': -0.296}",-0.296,NEGATIVE
11089,it is more ridiculous the hate of for like the tolerance of the right the equal are something that for got offended,"{'neg': 0.247, 'neu': 0.62, 'pos': 0.133, 'compound': -0.6195}",-0.6195,NEGATIVE
11090,the very fact that you think drag queen for should go under scrutiny simply because they are is and if you do not apply the same requirement to people then you are,"{'neg': 0.1, 'neu': 0.9, 'pos': 0.0, 'compound': -0.4588}",-0.4588,NEGATIVE
11091,3 i am in a weird spot with the crowd i do not really know many other gay people personally outside of and i have not pride myself though i do want to once covid down further 😅 still seeing the joy and fun in the group have is great,"{'neg': 0.055, 'neu': 0.688, 'pos': 0.257, 'compound': 0.9307}",0.9307,POSITIVE
11092,i think yew,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
11093,top,"{'neg': 0.0, 'neu': 0.357, 'pos': 0.643, 'compound': 0.2023}",0.2023,POSITIVE
11094,i keep on saying it ‘ woke ’ is a term that actually meant something once upon a time but it is been taken by these incompetent as their go to for plus just like ‘ virtue signal sad frog ’,"{'neg': 0.214, 'neu': 0.67, 'pos': 0.116, 'compound': -0.7783}",-0.7783,NEGATIVE
11095,well you never talk about actual what about universal you are essentially abortion and people as a wedge so you do not have to talk about how you are probably taking a bunch of $ $ $ from health insurance,"{'neg': 0.0, 'neu': 0.949, 'pos': 0.051, 'compound': 0.2732}",0.2732,POSITIVE
11096,commonwealth anti-lgbt at opening ceremony,"{'neg': 0.174, 'neu': 0.826, 'pos': 0.0, 'compound': -0.2263}",-0.2263,NEGATIVE
11097,she is downright despicable so now she to punish people because joe to pass climate change despicable disgusting,"{'neg': 0.254, 'neu': 0.746, 'pos': 0.0, 'compound': -0.7783}",-0.7783,NEGATIVE
11098,that is what capitalist culture is for to take serious and turning them into aesthetics it to progressive policy so why would not it have a similar effect over careful not to individualize the issue,"{'neg': 0.036, 'neu': 0.964, 'pos': 0.0, 'compound': -0.0772}",-0.0772,NEGATIVE
11099,thank you for your in and removing all from your this is not rather these are the of hate this will not tolerate intolerance,"{'neg': 0.111, 'neu': 0.813, 'pos': 0.075, 'compound': -0.296}",-0.296,NEGATIVE
11100,the false narrative that only people can get it and that will be completely fine remember that mutate keep that in mind when you talk about how it and who it though that can change with time and with more,"{'neg': 0.0, 'neu': 0.956, 'pos': 0.044, 'compound': 0.2716}",0.2716,POSITIVE
11101,how have people been by are actually so with gay people that you are making these insane it is honestly sad,"{'neg': 0.285, 'neu': 0.524, 'pos': 0.19, 'compound': -0.3488}",-0.3488,NEGATIVE
11102,you literally said you do not like people,"{'neg': 0.232, 'neu': 0.768, 'pos': 0.0, 'compound': -0.2755}",-0.2755,NEGATIVE
11103,it is been a while but we are still here 46 now live you should go watch 🥹 link in bio••••,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
11104,i just the about the ‘ abomination ’ ‘ marriage ’ was in 2015 under and his decision ‘ ’ s nation ’ ‘ nation ’ ‘ abomination ’ food for thought…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
